🕘️更新时间,#genre#
广西卫视,https://live.264788.xyz/channel/guangxiweishi?streamid=1679dfafa1bee407947d8c782276ba91&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk$订阅源
广西卫视,http://60.10.139.113:8801/hls/52/index.m3u8$订阅源
广西卫视,http://101.66.194.234:9901/tsfile/live/0113_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源
广西卫视,http://101.66.199.183:9901/tsfile/live/0113_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源
广西卫视,http://fuxin.yunjifei.top:999/tsfile/live/0113_1.m3u8?key=txiptv$订阅源
贵州卫视,https://live.264788.xyz/channel/guizhouweishi?streamid=282e7e0688a51a1145aa466b0103f483&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk$订阅源
贵州卫视,https://shcm-stream-cf1.stream.264788.xyz/cms001/ch00000090990000001184/index.m3u8?streamid=091bd59ea031989839c23459bb8cc9d4&streamkey=02BjlnRKVk4w1OimLNBUheOcwPFu2B6oL1pyXGnUypEwAWXSi5pA2M8vAAQNdTDwVOBg3wflpOJH2qUejFLrTdJs5UqkOuOhX0oeeOuZCXNP6xGvpxjLkvkGHVF&token=1775846394-f40678590315c3a3-0-795d5d8e9ef7cc7d142de1b17bf1df44$订阅源
贵州卫视,http://60.10.139.113:8801/hls/36/index.m3u8$订阅源
贵州卫视,http://58.56.162.102:4466/newlive/live/hls/41/live.m3u8$订阅源
贵州卫视,http://101.66.194.234:9901/tsfile/live/0120_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源
贵州卫视,http://101.66.199.183:9901/tsfile/live/0120_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源
贵州卫视,http://118.193.115.2:9901/tsfile/live/0120_1.m3u8?key=txiptv$订阅源
贵州卫视,http://fuxin.yunjifei.top:999/tsfile/live/0120_1.m3u8?key=txiptv$订阅源
海南卫视,https://live.264788.xyz/channel/hainanweishi?streamid=138a77a2a88f0a2df6d0af493cf4d5bc&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk$订阅源
海南卫视,http://satellitepull.cnr.cn/live/wxhainlyws/playlist.m3u8$订阅源
海南卫视,http://111.228.4.117:6789/migu720p.php?id=947472502$订阅源
海南卫视,http://116.128.243.121:9905/tsfile/live/0114_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
海南卫视,http://www.negative.top:50000/rtp/233.50.200.62:5140$订阅源
海南卫视,http://58.56.162.102:4466/newlive/live/hls/30/live.m3u8$订阅源
河北卫视,https://live.264788.xyz/channel/hebeiweishi?streamid=1eb62af518d01fe1f33bd5f61613e9cd&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk$订阅源
河北卫视,http://60.10.139.113:8801/hls/16/index.m3u8$订阅源
河北卫视,http://satellitepull.cnr.cn/live/wxhebws/playlist.m3u8$订阅源
河北卫视,http://116.128.243.121:9905/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
河北卫视,http://183.220.107.138:4022/rtp/239.11.0.31:5140$订阅源
河北卫视,http://101.66.194.234:9901/tsfile/live/0117_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源
河北卫视,http://101.66.199.183:9901/tsfile/live/0117_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源
河北卫视,http://118.193.115.2:9901/tsfile/live/0117_1.m3u8?key=txiptv$订阅源
河南卫视,https://live.264788.xyz/channel/henanweishi?streamid=e6115275e3e4065441b2b9117937c8b2&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk$订阅源
河南卫视,http://60.10.139.113:8801/hls/32/index.m3u8$订阅源
河南卫视,http://satellitepull.cnr.cn/live/wxhnws/playlist.m3u8$订阅源
河南卫视,http://111.228.4.117:6789/migu720p.php?id=790187291$订阅源
河南卫视,http://223.75.149.129:9906/tsfile/live/0139_1.m3u8?key=txiptv$订阅源
河南卫视,http://58.56.162.102:4466/newlive/live/hls/37/live.m3u8$订阅源
河南卫视,http://101.66.194.234:9901/tsfile/live/0139_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源
河南卫视,http://101.66.199.183:9901/tsfile/live/0139_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源
吉林卫视,https://live.264788.xyz/channel/jilinweishi?streamid=89b8aec95c4726014687767de658b6b9&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk$订阅源
吉林卫视,http://60.10.139.113:8801/hls/38/index.m3u8$订阅源
吉林卫视,http://satellitepull.cnr.cn/live/wxjlws/playlist.m3u8$订阅源
吉林卫视,http://111.228.4.117:6789/migu720p.php?id=947472500$订阅源
吉林卫视,http://223.75.149.129:9906/tsfile/live/0116_1.m3u8?key=txiptv$订阅源
吉林卫视,http://58.56.162.102:4466/newlive/live/hls/36/live.m3u8$订阅源
吉林卫视,http://183.220.107.138:4022/rtp/239.11.0.35:5140$订阅源
吉林卫视,http://101.66.194.234:9901/tsfile/live/0116_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源
江苏卫视,https://live.264788.xyz/channel/jiangsuweishi?streamid=2e3c19907f83ee49962e7a3b1db2c093&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk$订阅源
江苏卫视,https://txmov2.a.kwimgs.com/upic/2023/02/07/12/BMjAyMzAyMDcxMjQ3NDlfNzM5MzQzNzIyXzk1NjcxMTk5ODM5XzBfMw==_b_Bb92095c7df3c98b458dd14abf1d4b575.mp4$订阅源
江苏卫视,http://60.10.139.113:8801/hls/19/index.m3u8$订阅源
江苏卫视,http://39.165.39.49:85/tsfile/live/1129_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
江苏卫视,http://111.228.4.117:6789/migu720p.php?id=623899368$订阅源
江苏卫视,http://116.128.243.121:9905/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
江苏卫视,http://58.56.162.102:4466/newlive/live/hls/19/live.m3u8$订阅源
江苏卫视,http://183.220.107.138:4022/rtp/239.11.0.76:5140$订阅源
江西卫视,https://live.264788.xyz/channel/jiangxiweishi?streamid=555198f31caa33506ac6abb70d788959&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk$订阅源
江西卫视,http://60.10.139.113:8801/hls/37/index.m3u8$订阅源
江西卫视,http://satellitepull.cnr.cn/live/wx32jiangxws/playlist.m3u8$订阅源
江西卫视,http://111.228.4.117:6789/migu720p.php?id=783847495$订阅源
江西卫视,http://116.128.243.121:9905/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
江西卫视,http://59.39.89.130:60901/tsfile/live/0125_10.m3u8$订阅源
江西卫视,http://59.39.89.130:60901/tsfile/live/0125_10.m3u8$订阅源
江西卫视,http://58.56.162.102:4466/newlive/live/hls/35/live.m3u8$订阅源
辽宁卫视,https://live.264788.xyz/channel/liaoningweishi?streamid=f8d749ac7ad7ea324f1048b26156df91&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk$订阅源
辽宁卫视,http://60.10.139.113:8801/hls/28/index.m3u8$订阅源
辽宁卫视,http://116.128.243.121:9905/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
辽宁卫视,http://59.39.89.130:60901/tsfile/live/0125_13.m3u8$订阅源
辽宁卫视,http://101.66.194.234:9901/tsfile/live/0121_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源
辽宁卫视,http://101.66.199.183:9901/tsfile/live/0121_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源
辽宁卫视,http://118.193.115.2:9901/tsfile/live/0121_1.m3u8?key=txiptv$订阅源
内蒙古卫视,https://live.264788.xyz/channel/neimengguweishi?streamid=50d587b08d9d6f642ec88593ebd51361&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk$订阅源
内蒙古卫视,http://satellitepull.cnr.cn/live/wx32nmgws/playlist.m3u8$订阅源
内蒙古卫视,http://58.56.162.102:4466/newlive/live/hls/40/live.m3u8$订阅源
宁夏卫视,https://live.264788.xyz/channel/ningxiaweishi?streamid=e1236348f815c36a0429357e5b5c5f10&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk$订阅源
宁夏卫视,http://58.56.162.102:4466/newlive/live/hls/43/live.m3u8$订阅源
宁夏卫视,http://183.220.107.138:4022/rtp/239.11.0.57:5140$订阅源
宁夏卫视,http://118.193.115.2:9901/tsfile/live/0112_1.m3u8?key=txiptv$订阅源
宁夏卫视,http://fuxin.yunjifei.top:999/tsfile/live/0112_1.m3u8?key=txiptv$订阅源
青海卫视,https://live.264788.xyz/channel/qinghaiweishi?streamid=8aa812f4a2c7b1bee5c3447691ead3cf&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk$订阅源
青海卫视,http://satellitepull.cnr.cn/live/wx32qhws/playlist.m3u8$订阅源
青海卫视,http://111.228.4.117:6789/migu720p.php?id=947472506$订阅源
青海卫视,http://58.56.162.102:4466/newlive/live/hls/42/live.m3u8$订阅源
山东卫视,https://live.264788.xyz/channel/shandongweishi?streamid=bac5a94d63bfe566f40a5adcc3f7ce50&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk$订阅源
山东卫视,http://60.10.139.113:8801/hls/25/index.m3u8$订阅源
山东卫视,http://satellitepull.cnr.cn/live/wxsdws/playlist.m3u8$订阅源
山东卫视,http://39.165.39.49:85/tsfile/live/1133_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
山东卫视,http://116.128.243.121:9905/tsfile/live/0131_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
山东卫视,http://183.220.107.138:4022/rtp/239.11.0.73:5140$订阅源
山东卫视,http://101.66.194.234:9901/tsfile/live/0131_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源
山东卫视,http://101.66.199.183:9901/tsfile/live/0131_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源
山西卫视,https://live.264788.xyz/channel/shanxiweishi?streamid=eeb7d60ca6e0db131ea7a092a3cd28d2&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk$订阅源
山西卫视,http://satellitepull.cnr.cn/live/wxssxws/playlist.m3u8$订阅源
山西卫视,http://58.56.162.102:4466/newlive/live/hls/32/live.m3u8$订阅源
陕西卫视,https://live.264788.xyz/channel/shaanxiweishi?streamid=dcafcf65d544d8a7b606c454d3f8ef47&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk$订阅源
陕西卫视,http://satellitepull.cnr.cn/live/wxsxxws/playlist.m3u8$订阅源
陕西卫视,http://111.228.4.117:6789/migu720p.php?id=738910838$订阅源
陕西卫视,http://58.56.162.102:4466/newlive/live/hls/29/live.m3u8$订阅源
陕西卫视,http://183.220.107.138:4022/rtp/239.11.0.54:5140$订阅源
四川卫视,https://live.264788.xyz/channel/sichuanweishi?streamid=5386c588d4bbd34f863c7366b934f9d0&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk$订阅源
四川卫视,http://60.10.139.113:8801/hls/30/index.m3u8$订阅源
四川卫视,http://satellitepull.cnr.cn/live/wxscws/playlist.m3u8$订阅源
四川卫视,http://116.128.243.121:9905/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
四川卫视,http://59.39.89.130:60901/tsfile/live/0125_16.m3u8$订阅源
四川卫视,http://58.56.162.102:4466/newlive/live/hls/33/live.m3u8$订阅源
四川卫视,http://183.220.107.138:4022/rtp/239.11.0.78:5140$订阅源
四川卫视,http://153.0.171.163:85/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
深圳卫视,https://live.264788.xyz/channel/shenzhenweishi?streamid=f12235d6d3e35c15aa302f9ab171b29a&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk$订阅源
深圳卫视,http://60.10.139.113:8801/hls/24/index.m3u8$订阅源
深圳卫视,http://59.39.89.130:60901/tsfile/live/0125_11.m3u8$订阅源
深圳卫视,http://153.0.171.163:85/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
三沙卫视,https://live.264788.xyz/channel/sanshaweishi?streamid=40ce8e7e766a97b9b5f39c4f54ea627c&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk$订阅源
天津卫视,https://live.264788.xyz/channel/tianjinweishi?streamid=6419ff8c5c01de32a2b322b551236f41&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk$订阅源
天津卫视,http://60.10.139.113:8801/hls/23/index.m3u8$订阅源
天津卫视,http://116.128.243.121:9905/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
天津卫视,http://183.220.107.138:4022/rtp/239.11.0.123:5140$订阅源
天津卫视,http://118.193.115.2:9901/tsfile/live/0135_1.m3u8?key=txiptv$订阅源
天津卫视,http://153.0.171.163:85/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
西藏卫视,https://live.264788.xyz/channel/xizangweishi?streamid=4b4e8ea919f1cfd5e43deed1d1675251&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk$订阅源
西藏卫视,http://satellitepull.cnr.cn/live/wxxzws/playlist.m3u8$订阅源
西藏卫视,http://58.56.162.102:4466/newlive/live/hls/45/live.m3u8$订阅源
西藏卫视,http://183.220.107.138:4022/rtp/239.11.0.53:5140$订阅源
西藏卫视,http://fuxin.yunjifei.top:999/tsfile/live/0111_1.m3u8?key=txiptv$订阅源
新疆卫视,https://live.264788.xyz/channel/xinjiangweishi?streamid=bc5373f189ebbc7620c2a4aba9bdc2ec&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk$订阅源
新疆卫视,http://satellitepull.cnr.cn/live/wxxjws/playlist.m3u8$订阅源
新疆卫视,http://58.56.162.102:4466/newlive/live/hls/44/live.m3u8$订阅源
新疆卫视,http://183.220.107.138:4022/rtp/239.11.0.58:5140$订阅源
新疆卫视,http://118.193.115.2:9901/tsfile/live/0110_1.m3u8?key=txiptv$订阅源
新疆卫视,http://fuxin.yunjifei.top:999/tsfile/live/0110_1.m3u8?key=txiptv$订阅源
云南卫视,https://live.264788.xyz/channel/yunnanweishi?streamid=0fb596dd22d0e6fbf7e347d81374ac88&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk$订阅源
云南卫视,https://hwapi.yntv.net/ew265l/z1z6s5.m3u8$订阅源
云南卫视,https://hwapi.yntv.net/ew265l/z1z6s5.m3u8$订阅源
云南卫视,http://58.56.162.102:4466/newlive/live/hls/39/live.m3u8$订阅源
云南卫视,http://183.220.107.138:4022/rtp/239.11.0.52:5140$订阅源
云南卫视,http://101.66.194.234:9901/tsfile/live/0119_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源
云南卫视,http://101.66.199.101:9901/tsfile/live/0119_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源
云南卫视,http://153.0.171.163:85/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
